USER_ID,TOTAL_IDENTIFIES,FIRST_IDENTIFY_AT,LAST_IDENTIFY_AT,DISTINCT_ANON_IDS,FIRST_UTM_SOURCE,FIRST_UTM_MEDIUM,FIRST_UTM_CAMPAIGN,FIRST_UTM_CONTENT,FIRST_UTM_TERM,LAST_UTM_SOURCE,LAST_UTM_MEDIUM,LAST_UTM_CAMPAIGN,LAST_UTM_CONTENT,LAST_UTM_TERM,TOTAL_ORDERS,TOTAL_REVENUE,FIRST_ORDER_AT,LAST_ORDER_AT,TOTAL_CART_ADDS,TOTAL_CART_VALUE,LAST_CART_ADD_AT,FIRST_SEEN_AT,LAST_SEEN_AT,INACTIVE_DAYS
burns.carol752@example.org,2,2024-01-06 08:29:31.000,2024-01-06 08:29:31.000,1,,,,,,,,,,,,,,,1,50.00,2024-01-06 08:37:27.000,2024-01-06 08:29:31.000,2024-01-06 08:37:27.000,496
jenniferhunter@example.com,2,2024-04-01 15:02:36.000,2024-04-01 15:02:36.000,1,,,,,,,,,,,,,,,1,55.00,2024-04-01 15:10:14.000,2024-04-01 15:02:36.000,2024-04-01 15:10:14.000,410
rogerlong@example.com,5,2025-07-06 12:53:31.000,2025-12-25 12:05:25.000,1,,,,,,,,,,,,,,,4,292.00,2025-12-25 12:04:35.000,2025-07-06 12:53:31.000,2025-12-25 12:05:25.000,-223
charlesjackson@example.com,12,2024-04-29 19:18:35.000,2025-08-27 14:29:09.000,1,,,,,,,,,,,,,,,9,296.00,2025-08-27 14:28:13.000,2024-04-29 19:18:35.000,2025-08-27 14:29:09.000,-103
armstrong.melissa317@example.org,6,2025-10-30 21:26:37.000,2026-06-19 21:28:32.000,1,,,,,,,,,,,,,,,6,386.00,2026-06-20 00:08:55.000,2025-10-30 21:26:37.000,2026-06-20 00:08:55.000,-400
henderson.angela846@example.org,10,2025-03-18 12:36:20.000,2026-05-08 04:16:47.000,1,,,,,,,,,,,,,,,7,365.00,2026-05-08 04:15:25.000,2025-03-18 12:36:20.000,2026-05-08 04:16:47.000,-357
brian.barrett859@example.com,2,2024-08-21 19:32:56.000,2024-09-12 02:36:26.000,1,twitter,paidsocial,cmpn_125,gts23ds,abandon cart,,,,,,,,,,1,90.00,2024-09-12 03:50:22.000,2024-08-21 19:32:56.000,2024-09-12 03:50:22.000,246
bryan.barron175@example.com,10,2025-05-23 04:17:06.000,2026-04-19 20:17:18.000,1,,,,,,,,,,,,,,,9,486.00,2026-04-19 22:37:09.000,2025-05-23 04:17:06.000,2026-04-19 22:37:09.000,-338
donna.campbell218@example.org,6,2025-02-15 05:10:52.000,2025-09-25 14:51:12.000,1,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,,,,,,6,317.00,2025-09-25 17:35:57.000,2025-02-15 05:10:52.000,2025-09-25 17:35:57.000,-132
joseph.rhodes514@example.org,5,2025-08-20 16:14:47.000,2026-02-13 10:45:44.000,1,,,,,,,,,,,,,,,5,244.00,2026-02-13 12:56:50.000,2025-08-20 16:14:47.000,2026-02-13 12:56:50.000,-273
kevin.garcia634@example.net,4,2025-07-03 18:23:09.000,2025-10-01 06:52:51.000,1,,,,,,,,,,,,,,,3,149.00,2025-10-01 07:57:48.000,2025-07-03 18:23:09.000,2025-10-01 07:57:48.000,-138
deanallen@example.com,10,2024-08-04 17:03:22.000,2025-07-09 11:56:38.000,1,,,,,,,,,,,,,,,7,462.00,2025-07-09 13:54:48.000,2024-08-04 17:03:22.000,2025-07-09 13:54:48.000,-54
phelps.kristi488@example.org,4,2024-11-15 15:50:38.000,2025-03-15 22:06:03.000,1,,,,,,email,email,cmpn_90,4sdf4sda,topoffers,,,,,3,151.00,2025-03-15 23:24:50.000,2024-11-15 15:50:38.000,2025-03-15 23:24:50.000,62
nathanielfranco@example.com,6,2024-06-26 14:35:44.000,2025-01-29 22:27:23.000,1,,,,,,,,,,,,,,,3,161.00,2025-01-29 22:26:20.000,2024-06-26 14:35:44.000,2025-01-29 22:27:23.000,107
meagan.stewart896@example.com,5,2025-10-27 14:01:13.000,2026-06-05 22:46:50.000,1,,,,,,,,,,,,,,,5,265.00,2026-06-06 00:39:50.000,2025-10-27 14:01:13.000,2026-06-06 00:39:50.000,-386
taylor.jamie271@example.org,6,2024-11-20 03:13:33.000,2025-07-06 10:05:45.000,1,,,,,,email,email,cmpn_421,53dsvdsa,brand launch,,,,,5,424.00,2025-07-06 10:05:31.000,2024-11-20 03:13:33.000,2025-07-06 10:05:45.000,-51
lopez.joshua570@example.org,10,2026-01-05 00:15:41.000,2026-10-10 06:04:58.000,1,,,,,,,,,,,,,,,7,364.00,2026-10-10 08:07:13.000,2026-01-05 00:15:41.000,2026-10-10 08:07:13.000,-512
alicialester@example.com,6,2024-04-22 03:08:12.000,2024-12-16 05:44:42.000,1,,,,,,,,,,,,,,,6,384.00,2024-12-16 06:41:07.000,2024-04-22 03:08:12.000,2024-12-16 06:41:07.000,151
geoffreyhowell@example.com,4,2024-09-06 02:09:44.000,2025-02-23 14:01:41.000,1,,,,,,,,,,,,,,,2,151.00,2025-02-23 16:37:11.000,2024-09-06 02:09:44.000,2025-02-23 16:37:11.000,82
noahrobbins@example.com,1,2025-12-16 02:07:05.000,2025-12-16 02:07:05.000,1,,,,,,,,,,,,,,,1,10.00,2025-12-16 04:12:27.000,2025-12-16 02:07:05.000,2025-12-16 04:12:27.000,-214
williamowens@example.com,4,2024-06-04 12:25:39.000,2024-09-16 00:35:53.000,1,,,,,,,,,,,,,,,3,212.00,2024-09-16 00:34:32.000,2024-06-04 12:25:39.000,2024-09-16 00:35:53.000,242
anderson.jason753@example.org,1,2025-07-27 20:46:53.000,2025-07-27 20:46:53.000,1,google,ppc,cmpn_830,cdasareravf,paid users,google,ppc,cmpn_830,cdasareravf,paid users,,,,,1,71.00,2025-07-27 23:21:19.000,2025-07-27 20:46:53.000,2025-07-27 23:21:19.000,-72
anne.mcconnell873@example.net,4,2024-09-27 05:03:56.000,2025-02-24 04:04:44.000,1,,,,,,,,,,,,,,,4,300.00,2025-02-24 06:01:35.000,2024-09-27 05:03:56.000,2025-02-24 06:01:35.000,81
williams.bobby554@example.org,4,2025-08-11 09:20:37.000,2025-12-21 09:44:08.000,1,,,,,,,,,,,,,,,4,167.00,2025-12-21 10:51:08.000,2025-08-11 09:20:37.000,2025-12-21 10:51:08.000,-219
steven.crawford391@example.org,2,2024-12-18 00:58:42.000,2025-02-04 14:24:22.000,1,,,,,,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,1,37.00,2025-02-04 14:24:08.000,2024-12-18 00:58:42.000,2025-02-04 14:24:22.000,101
lynch.timothy640@example.org,10,2026-01-23 02:19:40.000,2027-02-11 23:43:50.000,1,,,,,,,,,,,,,,,6,443.00,2027-02-11 23:43:42.000,2026-01-23 02:19:40.000,2027-02-11 23:43:50.000,-636
price.sarah782@example.org,10,2025-11-04 17:42:52.000,2026-12-05 09:28:02.000,1,,,,,,,,,,,,,,,7,297.00,2026-12-05 09:27:27.000,2025-11-04 17:42:52.000,2026-12-05 09:28:02.000,-568
parsons.jennifer724@example.org,6,2025-02-16 13:42:23.000,2025-07-28 00:49:33.000,1,,,,,,,,,,,,,,,5,183.00,2025-07-28 00:48:33.000,2025-02-16 13:42:23.000,2025-07-28 00:49:33.000,-73
katherine.gross660@example.com,6,2025-07-03 03:48:05.000,2026-02-13 00:36:40.000,1,,,,,,email,email,cmpn_90,4sdf4sda,topoffers,,,,,6,395.00,2026-02-13 01:51:34.000,2025-07-03 03:48:05.000,2026-02-13 01:51:34.000,-273
jennifer.smith261@example.net,2,2024-10-03 18:21:11.000,2024-12-05 22:35:56.000,1,,,,,,,,,,,,,,,2,127.00,2024-12-06 01:30:03.000,2024-10-03 18:21:11.000,2024-12-06 01:30:03.000,161
rebeccarodgers@example.com,1,2025-03-07 17:01:43.000,2025-03-07 17:01:43.000,1,twitter,paidsocial,cmpn_125,gts23ds,abandon cart,twitter,paidsocial,cmpn_125,gts23ds,abandon cart,,,,,1,14.00,2025-03-07 18:38:49.000,2025-03-07 17:01:43.000,2025-03-07 18:38:49.000,70
jeffrey.lowery538@example.net,12,2024-07-27 07:21:15.000,2025-12-12 00:31:22.000,1,,,,,,,,,,,,,,,9,342.00,2025-12-12 00:31:00.000,2024-07-27 07:21:15.000,2025-12-12 00:31:22.000,-210
carla.mercado758@example.com,5,2025-10-14 05:46:54.000,2026-04-29 21:09:40.000,1,,,,,,,,,,,,,,,5,325.00,2026-04-29 22:04:07.000,2025-10-14 05:46:54.000,2026-04-29 22:04:07.000,-348
christine.york632@example.com,4,2025-02-23 02:10:20.000,2025-06-20 07:59:45.000,1,,,,,,,,,,,,,,,3,205.00,2025-06-20 07:59:21.000,2025-02-23 02:10:20.000,2025-06-20 07:59:45.000,-35
tarapeterson@example.com,3,2025-07-27 19:01:14.000,2025-10-08 10:04:47.000,1,,,,,,google,ppc,cmpn_830,cdasareravf,paid users,,,,,3,226.00,2025-10-08 13:38:58.000,2025-07-27 19:01:14.000,2025-10-08 13:38:58.000,-145
jenny.bautista263@example.org,2,2024-09-04 01:38:45.000,2024-10-05 19:23:50.000,1,google,ppc,cmpn_533,gfaa4rvdsa,new users,email,email,cmpn_421,53dsvdsa,brand launch,,,,,2,184.00,2024-10-05 21:21:32.000,2024-09-04 01:38:45.000,2024-10-05 21:21:32.000,223
grant.david187@example.org,2,2025-03-11 12:29:00.000,2025-04-09 20:54:38.000,1,,,,,,,,,,,,,,,2,37.00,2025-04-09 21:56:14.000,2025-03-11 12:29:00.000,2025-04-09 21:56:14.000,37
adamburton@example.com,5,2025-11-23 18:45:06.000,2026-08-21 17:54:14.000,1,,,,,,,,,,,,,,,5,225.00,2026-08-21 19:00:58.000,2025-11-23 18:45:06.000,2026-08-21 19:00:58.000,-462
charles.tran070@example.org,5,2025-07-10 01:07:34.000,2026-02-20 05:29:26.000,1,google,ppc,cmpn_830,cdasareravf,paid users,,,,,,,,,,5,324.00,2026-02-20 07:30:05.000,2025-07-10 01:07:34.000,2026-02-20 07:30:05.000,-280
keithtucker@example.com,3,2024-04-21 03:34:21.000,2024-07-27 19:49:26.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,3,85.00,2024-07-27 22:34:25.000,2024-04-21 03:34:21.000,2024-07-27 22:34:25.000,293
christopher.murray607@example.org,4,2025-04-13 05:15:14.000,2025-08-24 21:51:27.000,1,,,,,,,,,,,,,,,4,201.00,2025-08-25 01:16:02.000,2025-04-13 05:15:14.000,2025-08-25 01:16:02.000,-101
michelle.simmons365@example.com,6,2025-08-11 13:31:40.000,2025-12-23 05:33:00.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,4,230.00,2025-12-23 06:47:07.000,2025-08-11 13:31:40.000,2025-12-23 06:47:07.000,-221
robertweber@example.com,5,2025-05-17 20:09:30.000,2025-11-14 15:46:31.000,1,,,,,,,,,,,,,,,5,277.00,2025-11-14 17:24:17.000,2025-05-17 20:09:30.000,2025-11-14 17:24:17.000,-182
laura.fox635@example.org,2,2024-09-04 02:45:53.000,2024-11-12 23:41:06.000,1,,,,,,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,2,72.00,2024-11-13 00:35:09.000,2024-09-04 02:45:53.000,2024-11-13 00:35:09.000,184
maryhudson@example.com,4,2025-07-03 09:22:22.000,2026-01-07 06:54:50.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,,,,,,3,255.00,2026-01-07 06:53:03.000,2025-07-03 09:22:22.000,2026-01-07 06:54:50.000,-236
harper.jerome747@example.org,1,2024-08-12 11:06:01.000,2024-08-12 11:06:01.000,1,,,,,,,,,,,,,,,1,17.00,2024-08-12 13:30:44.000,2024-08-12 11:06:01.000,2024-08-12 13:30:44.000,277
williams.amanda363@example.org,4,2024-07-17 17:29:21.000,2025-01-25 16:14:56.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,4,223.00,2025-01-25 18:21:56.000,2024-07-17 17:29:21.000,2025-01-25 18:21:56.000,111
kenneth.ponce071@example.net,1,2024-05-17 18:16:58.000,2024-05-17 18:16:58.000,1,email,email,cmpn_90,4sdf4sda,topoffers,email,email,cmpn_90,4sdf4sda,topoffers,,,,,1,86.00,2024-05-17 21:35:50.000,2024-05-17 18:16:58.000,2024-05-17 21:35:50.000,364
raymond.barrett369@example.org,6,2025-12-25 05:59:16.000,2026-06-12 05:38:54.000,1,,,,,,,,,,,,,,,4,320.00,2026-06-12 05:38:46.000,2025-12-25 05:59:16.000,2026-06-12 05:38:54.000,-392
roberts.amber360@example.org,1,2024-11-08 09:03:33.000,2024-11-08 09:03:33.000,1,,,,,,,,,,,,,,,1,29.00,2024-11-08 10:12:29.000,2024-11-08 09:03:33.000,2024-11-08 10:12:29.000,189
palmer.erik738@example.org,10,2025-01-01 01:08:44.000,2026-03-13 18:30:20.000,1,,,,,,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,7,425.00,2026-03-13 19:47:47.000,2025-01-01 01:08:44.000,2026-03-13 19:47:47.000,-301
charlesmiller@example.com,3,2025-03-24 10:40:35.000,2025-06-13 22:44:15.000,1,,,,,,,,,,,,,,,3,227.00,2025-06-14 01:57:13.000,2025-03-24 10:40:35.000,2025-06-14 01:57:13.000,-29
julia.young750@example.com,4,2024-05-17 02:26:47.000,2024-10-29 00:46:35.000,1,,,,,,,,,,,,,,,3,223.00,2024-10-29 00:45:30.000,2024-05-17 02:26:47.000,2024-10-29 00:46:35.000,199
white.shane580@example.org,2,2024-01-17 11:07:57.000,2024-01-17 11:07:57.000,1,,,,,,,,,,,,,,,1,8.00,2024-01-17 11:11:46.000,2024-01-17 11:07:57.000,2024-01-17 11:11:46.000,485
clayton.richard938@example.org,2,2024-03-26 19:29:57.000,2024-03-26 19:29:57.000,1,,,,,,,,,,,,,,,1,22.00,2024-03-26 19:42:18.000,2024-03-26 19:29:57.000,2024-03-26 19:42:18.000,416
patrick.collins896@example.com,2,2024-03-21 08:17:28.000,2024-03-21 08:17:28.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,1,92.00,2024-03-21 08:22:50.000,2024-03-21 08:17:28.000,2024-03-21 08:22:50.000,421
phyllismahoney@example.com,2,2023-10-04 03:44:38.000,2023-10-04 03:44:38.000,1,,,,,,,,,,,,,,,1,86.00,2023-10-04 03:49:34.000,2023-10-04 03:44:38.000,2023-10-04 03:49:34.000,590
mark.edwards903@example.net,2,2023-10-15 00:53:26.000,2023-10-15 00:53:26.000,1,,,,,,,,,,,,,,,1,12.00,2023-10-15 01:01:02.000,2023-10-15 00:53:26.000,2023-10-15 01:01:02.000,579
thompson.elijah718@example.org,4,2025-04-10 14:32:17.000,2025-07-24 14:47:50.000,1,,,,,,,,,,,,,,,4,244.00,2025-07-24 15:41:12.000,2025-04-10 14:32:17.000,2025-07-24 15:41:12.000,-69
kylefisher@example.com,7,2025-10-06 21:16:40.000,2026-08-19 04:16:55.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,,,,,7,377.00,2026-10-15 14:26:55.000,2025-10-06 21:16:40.000,2026-10-15 14:26:55.000,-517
fuller.eric844@example.org,7,2024-10-19 15:52:51.000,2025-07-18 23:18:31.000,1,,,,,,,,,,,,,,,7,491.00,2025-08-24 09:38:31.000,2024-10-19 15:52:51.000,2025-08-24 09:38:31.000,-100
ashleydodson@example.com,1,2024-04-21 02:54:09.000,2024-04-21 02:54:09.000,1,,,,,,,,,,,,,,,1,72.00,2024-04-21 04:27:57.000,2024-04-21 02:54:09.000,2024-04-21 04:27:57.000,390
rodriguez.mary846@example.org,6,2024-07-26 01:13:13.000,2025-05-12 17:33:48.000,1,,,,,,,,,,,,,,,6,454.00,2025-05-12 21:29:56.000,2024-07-26 01:13:13.000,2025-05-12 21:29:56.000,4
vickie.herrera848@example.org,2,2025-04-04 05:52:26.000,2025-05-28 12:01:18.000,1,,,,,,,,,,,,,,,2,93.00,2025-05-28 14:45:18.000,2025-04-04 05:52:26.000,2025-05-28 14:45:18.000,-12
christophergreen@example.com,4,2024-10-29 15:43:26.000,2025-04-14 21:02:59.000,1,,,,,,,,,,,,,,,3,182.00,2025-04-14 21:01:12.000,2024-10-29 15:43:26.000,2025-04-14 21:02:59.000,32
julie.white722@example.com,3,2025-12-20 20:23:33.000,2026-05-08 14:16:35.000,1,,,,,,,,,,,,,,,3,82.00,2026-05-08 16:06:44.000,2025-12-20 20:23:33.000,2026-05-08 16:06:44.000,-357
tammie.farley016@example.com,2,2024-03-21 15:03:19.000,2024-03-21 15:03:19.000,1,,,,,,,,,,,,,,,1,85.00,2024-03-21 15:10:30.000,2024-03-21 15:03:19.000,2024-03-21 15:10:30.000,421
wilson.cindy610@example.org,2,2024-02-11 18:18:09.000,2024-02-11 18:18:09.000,1,,,,,,,,,,,,,,,1,86.00,2024-02-11 18:25:29.000,2024-02-11 18:18:09.000,2024-02-11 18:25:29.000,460
sandra.williams156@example.org,2,2023-09-02 18:14:34.000,2023-09-02 18:14:34.000,1,,,,,,,,,,,,,,,1,61.00,2023-09-02 18:24:43.000,2023-09-02 18:14:34.000,2023-09-02 18:24:43.000,622
hall.tyler009@example.org,2,2024-03-24 13:57:27.000,2024-03-24 13:57:27.000,1,,,,,,,,,,,,,,,1,64.00,2024-03-24 14:08:32.000,2024-03-24 13:57:27.000,2024-03-24 14:08:32.000,418
philiplloyd@example.com,2,2023-10-12 06:56:08.000,2023-10-12 06:56:08.000,1,,,,,,,,,,,,,,,1,45.00,2023-10-12 07:07:05.000,2023-10-12 06:56:08.000,2023-10-12 07:07:05.000,582
jeremyserrano@example.com,2,2023-12-12 19:40:12.000,2023-12-12 19:40:12.000,1,,,,,,,,,,,,,,,1,62.00,2023-12-12 19:49:36.000,2023-12-12 19:40:12.000,2023-12-12 19:49:36.000,521
bradleyking@example.com,2,2024-02-23 02:58:01.000,2024-02-23 02:58:01.000,1,,,,,,,,,,,,,,,1,34.00,2024-02-23 03:10:37.000,2024-02-23 02:58:01.000,2024-02-23 03:10:37.000,448
matthewmartinez@example.com,6,2024-12-01 07:26:31.000,2025-08-03 00:06:35.000,1,,,,,,,,,,,,,,,6,409.00,2025-08-03 02:34:17.000,2024-12-01 07:26:31.000,2025-08-03 02:34:17.000,-79
oneal.kaylee744@example.org,6,2024-04-28 03:54:02.000,2024-11-23 01:09:07.000,1,,,,,,,,,,,,,,,5,261.00,2024-11-23 01:08:23.000,2024-04-28 03:54:02.000,2024-11-23 01:09:07.000,174
brandyduke@example.com,2,2024-11-30 10:52:39.000,2024-12-25 19:02:14.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,,,,,2,150.00,2024-12-25 20:17:14.000,2024-11-30 10:52:39.000,2024-12-25 20:17:14.000,142
michaelkhan@example.com,4,2025-12-02 21:34:48.000,2026-06-11 01:37:44.000,1,,,,,,,,,,,,,,,4,124.00,2026-06-11 03:08:28.000,2025-12-02 21:34:48.000,2026-06-11 03:08:28.000,-391
stephanie.edwards968@example.com,10,2025-12-31 13:36:55.000,2027-01-29 16:00:10.000,1,,,,,,,,,,,,,,,9,569.00,2027-01-29 16:00:07.000,2025-12-31 13:36:55.000,2027-01-29 16:00:10.000,-623
jenniferbaker@example.com,4,2025-10-21 09:48:01.000,2026-04-19 04:36:38.000,1,,,,,,,,,,,,,,,4,174.00,2026-04-19 07:20:21.000,2025-10-21 09:48:01.000,2026-04-19 07:20:21.000,-338
johnson.julian512@example.org,12,2025-04-16 02:07:49.000,2026-07-27 10:03:00.000,1,,,,,,,,,,,,,,,8,326.00,2026-07-27 11:20:52.000,2025-04-16 02:07:49.000,2026-07-27 11:20:52.000,-437
taylor.stephanie928@example.org,4,2024-10-31 16:52:23.000,2025-02-05 18:09:04.000,1,,,,,,,,,,,,,,,4,210.00,2025-02-05 20:48:10.000,2024-10-31 16:52:23.000,2025-02-05 20:48:10.000,100
laura.warren098@example.com,5,2025-06-04 11:01:36.000,2025-12-26 18:16:33.000,1,,,,,,,,,,,,,,,5,352.00,2025-12-26 19:54:15.000,2025-06-04 11:01:36.000,2025-12-26 19:54:15.000,-224
coltoncruz@example.com,6,2025-04-17 17:02:59.000,2026-01-03 07:24:41.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,,,,,,6,332.00,2026-01-03 10:10:23.000,2025-04-17 17:02:59.000,2026-01-03 10:10:23.000,-232
leonstevens@example.com,2,2025-04-13 15:05:00.000,2025-06-12 20:04:00.000,1,,,,,,,,,,,,,,,1,88.00,2025-06-12 20:03:44.000,2025-04-13 15:05:00.000,2025-06-12 20:04:00.000,-27
christiancampbell@example.com,5,2024-01-11 01:01:06.000,2025-09-13 06:05:24.000,2,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,,,,,,4,285.00,2025-09-13 09:47:25.000,2024-01-11 01:01:06.000,2025-09-13 09:47:25.000,-120
gregory.johnson333@example.org,2,2024-06-04 17:48:58.000,2024-07-11 22:24:10.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,2,63.00,2024-07-12 01:08:43.000,2024-06-04 17:48:58.000,2024-07-12 01:08:43.000,308
sarah.anderson801@example.com,2,2024-07-17 08:14:00.000,2024-09-05 15:33:36.000,1,,,,,,,,,,,,,,,2,170.00,2024-09-05 17:29:57.000,2024-07-17 08:14:00.000,2024-09-05 17:29:57.000,253
burton.isabel550@example.org,4,2024-05-17 04:36:08.000,2024-08-04 16:30:24.000,1,,,,,,google,ppc,cmpn_830,cdasareravf,paid users,,,,,2,111.00,2024-08-04 16:28:49.000,2024-05-17 04:36:08.000,2024-08-04 16:30:24.000,285
aprilerickson@example.com,1,2024-06-12 04:37:46.000,2024-06-12 04:37:46.000,1,,,,,,,,,,,,,,,1,12.00,2024-06-12 05:41:36.000,2024-06-12 04:37:46.000,2024-06-12 05:41:36.000,338
williamhall@example.com,8,2025-08-19 00:35:06.000,2026-04-16 01:20:37.000,1,,,,,,,,,,,,,,,5,278.00,2026-04-16 01:55:27.000,2025-08-19 00:35:06.000,2026-04-16 01:55:27.000,-335
andrewblack@example.com,4,2024-10-14 12:02:06.000,2025-02-19 04:59:45.000,1,,,,,,,,,,,,,,,4,270.00,2025-02-19 08:27:37.000,2024-10-14 12:02:06.000,2025-02-19 08:27:37.000,86
garcia.jennifer349@example.org,5,2026-01-13 06:15:53.000,2026-08-16 12:57:44.000,1,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,,,,,5,241.00,2026-08-16 16:20:15.000,2026-01-13 06:15:53.000,2026-08-16 16:20:15.000,-457
olson.jesus111@example.org,2,2025-04-01 07:18:45.000,2025-05-19 12:59:22.000,1,,,,,,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,2,148.00,2025-05-19 15:09:05.000,2025-04-01 07:18:45.000,2025-05-19 15:09:05.000,-3
hester.krystal421@example.org,4,2025-09-27 16:15:36.000,2026-01-21 02:07:07.000,1,,,,,,,,,,,,,,,3,158.00,2026-01-21 04:43:07.000,2025-09-27 16:15:36.000,2026-01-21 04:43:07.000,-250
latoya.thomas326@example.org,2,2024-06-24 08:41:06.000,2024-07-20 05:02:05.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,1,21.00,2024-07-20 05:00:33.000,2024-06-24 08:41:06.000,2024-07-20 05:02:05.000,300
clark.nicole421@example.org,10,2025-06-09 01:30:05.000,2026-07-22 05:29:11.000,1,,,,,,,,,,,,,,,7,199.00,2026-07-22 05:28:30.000,2025-06-09 01:30:05.000,2026-07-22 05:29:11.000,-432
kathleen.ramirez788@example.org,2,2024-09-19 11:04:47.000,2024-10-28 01:23:23.000,1,,,,,,,,,,,,,,,1,10.00,2024-10-28 01:21:33.000,2024-09-19 11:04:47.000,2024-10-28 01:23:23.000,200
maryflowers@example.com,2,2025-05-07 12:11:24.000,2025-07-18 21:01:29.000,1,,,,,,,,,,,,,,,1,40.00,2025-07-18 21:01:20.000,2025-05-07 12:11:24.000,2025-07-18 21:01:29.000,-63
gregoryflores@example.com,7,2024-12-17 22:21:32.000,2025-12-16 08:19:58.000,1,email,email,cmpn_125,gsf4dsgs,abandon cart,,,,,,,,,,7,472.00,2025-12-16 09:43:49.000,2024-12-17 22:21:32.000,2025-12-16 09:43:49.000,-214
nicholasjones@example.com,2,2024-12-11 04:09:23.000,2025-01-03 18:25:45.000,1,,,,,,,,,,,,,,,1,67.00,2025-01-03 18:25:13.000,2024-12-11 04:09:23.000,2025-01-03 18:25:45.000,133
velasquez.melissa364@example.org,3,2024-10-24 21:27:29.000,2025-01-26 17:12:12.000,1,,,,,,,,,,,,,,,2,58.00,2025-01-26 17:11:43.000,2024-10-24 21:27:29.000,2025-01-26 17:12:12.000,110
johnson.gabriel105@example.org,3,2024-12-29 23:25:47.000,2025-04-22 12:54:14.000,1,,,,,,,,,,,,,,,3,175.00,2025-04-22 15:11:25.000,2024-12-29 23:25:47.000,2025-04-22 15:11:25.000,24
ramirez.troy569@example.org,5,2025-12-01 04:08:11.000,2026-08-11 02:48:46.000,1,google,ppc,cmpn_830,cdasareravf,paid users,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,5,359.00,2026-08-11 05:13:05.000,2025-12-01 04:08:11.000,2026-08-11 05:13:05.000,-452
francis.brenda393@example.org,3,2025-10-28 08:01:33.000,2026-02-25 01:19:43.000,1,,,,,,,,,,,,,,,3,224.00,2026-02-25 04:23:08.000,2025-10-28 08:01:33.000,2026-02-25 04:23:08.000,-285
wilson.curtis987@example.org,4,2024-05-08 15:56:13.000,2024-09-25 10:25:56.000,1,,,,,,,,,,,,,,,4,217.00,2024-09-25 13:24:25.000,2024-05-08 15:56:13.000,2024-09-25 13:24:25.000,233
smith.christopher248@example.org,6,2024-08-17 06:02:18.000,2025-06-23 23:22:52.000,1,,,,,,,,,,,,,,,6,342.00,2025-06-24 00:14:45.000,2024-08-17 06:02:18.000,2025-06-24 00:14:45.000,-39
douglascase@example.com,4,2024-06-13 22:23:57.000,2024-10-24 08:30:24.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,3,148.00,2024-10-24 08:29:43.000,2024-06-13 22:23:57.000,2024-10-24 08:30:24.000,204
samantha.hensley688@example.org,1,2025-03-11 07:08:33.000,2025-03-11 07:08:33.000,1,,,,,,,,,,,,,,,1,13.00,2025-03-11 08:58:13.000,2025-03-11 07:08:33.000,2025-03-11 08:58:13.000,66
james.laura699@example.org,6,2025-06-20 00:27:13.000,2026-02-22 03:31:02.000,1,,,,,,,,,,,,,,,6,260.00,2026-02-22 04:52:35.000,2025-06-20 00:27:13.000,2026-02-22 04:52:35.000,-282
morgan.erickson002@example.org,3,2024-12-02 09:32:01.000,2025-04-01 05:56:06.000,1,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,,,,,,3,89.00,2025-04-01 08:11:13.000,2024-12-02 09:32:01.000,2025-04-01 08:11:13.000,45
sheilavelasquez@example.com,6,2025-08-13 13:55:43.000,2026-06-13 12:11:14.000,1,,,,,,,,,,,,,,,7,212.00,2026-06-13 12:56:49.000,2025-08-13 13:55:43.000,2026-06-13 12:56:49.000,-393
jacobgregory@example.com,12,2025-05-06 01:43:09.000,2026-06-29 13:33:29.000,1,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,,,,,,8,514.00,2026-06-29 13:32:31.000,2025-05-06 01:43:09.000,2026-06-29 13:33:29.000,-409
